epoch, batch, loss, loss_bader, loss_e, bader_mae, bader_rmse, e_mae, e_rmse
    3,   106,           4.1326,           4.1251,         0.007557,           4.1251,           5.6323,           308.24,           451.41
    3,   107,           9.4555,           9.4552,       0.00028813,           9.4552,           10.192,           8.5647,           11.605
    3,   108,           4.2231,           4.2086,         0.014455,           4.2086,           4.7894,           360.56,           485.71
    3,   109,           7.0606,           7.0436,         0.017046,           7.0436,           8.2769,           185.82,           238.45
    3,   110,           5.0573,           5.0331,         0.024179,           5.0331,           5.9301,           729.91,           1005.8
    3,   111,           4.0298,           4.0132,         0.016567,           4.0132,           4.8212,            914.1,           1279.4
    3,   112,           8.8632,           8.8554,         0.007848,           8.8554,            9.758,            65.51,           75.402
    4,     1,           4.5593,           4.5398,         0.019462,           4.5398,           5.9283,           553.04,           939.01
    4,     2,           4.5492,           4.5353,         0.013905,           4.5353,           5.1409,           342.94,           556.27
    4,     3,           5.4945,           5.4794,         0.015085,           5.4794,           6.2548,           402.14,           783.86
    4,     4,           3.9176,           3.8948,         0.022811,           3.8948,           5.0127,           529.47,           802.21
    4,     5,           10.082,           10.068,         0.014151,           10.068,           10.923,           124.63,           173.98
    4,     6,           6.0603,           6.0397,         0.020599,           6.0397,           6.7004,           273.83,           420.83
    4,     7,           5.7291,           5.7185,         0.010644,           5.7185,            6.675,           396.14,           566.05
    4,     8,            6.295,           6.2803,         0.014694,           6.2803,           7.2262,           248.06,           367.44
    4,     9,            5.218,           5.1957,         0.022314,           5.1957,           6.1707,           327.83,           539.19
    4,    10,           4.9231,           4.9005,           0.0226,           4.9005,           5.9004,            215.2,           316.81
    4,    11,           5.8575,           5.8346,         0.022881,           5.8346,           7.2383,           472.25,           716.16
    4,    12,            7.946,           7.9356,         0.010414,           7.9356,           8.9795,           57.845,           63.192
    4,    13,           6.3468,           6.3234,         0.023453,           6.3234,           7.5938,           222.94,           296.54
    4,    14,           7.1688,           7.1641,        0.0047512,           7.1641,            7.577,           88.989,           94.454
    4,    15,            7.269,           7.2617,        0.0073116,           7.2617,           9.0715,           109.37,           210.12
    4,    16,            5.411,           5.4021,        0.0088834,           5.4021,           6.9168,           257.41,           525.28
    4,    17,           5.2011,           5.1933,         0.007798,           5.1933,           5.9714,           283.72,           531.45
    4,    18,           7.5784,           7.5774,        0.0010451,           7.5774,           8.3244,           53.352,           75.375
    4,    19,           6.6262,            6.621,         0.005194,            6.621,           7.9713,           147.31,           244.94
    4,    20,           6.0837,           6.0796,        0.0040877,           6.0796,            6.714,           66.372,              114
    4,    21,           5.8968,           5.8862,         0.010552,           5.8862,            6.746,           252.96,            363.1
    4,    22,           8.4287,           8.4285,       0.00014842,           8.4285,           8.5894,           23.654,           36.896
    4,    23,           9.1062,           9.0935,         0.012659,           9.0935,           9.8965,           292.69,           546.48
    4,    24,           7.3554,           7.3476,        0.0078958,           7.3476,           8.6777,           162.34,           205.03
    4,    25,            6.311,           6.3079,        0.0030608,           6.3079,           7.1024,           86.357,           152.39
    4,    26,           8.9722,           8.9621,         0.010092,           8.9621,            9.386,           287.64,           524.19
    4,    27,           4.1887,           4.1753,         0.013375,           4.1753,           4.9618,           343.98,           420.79
    4,    28,           4.1763,           4.1674,        0.0088945,           4.1674,           5.2695,           326.29,           534.49
    4,    29,           6.7441,           6.7387,         0.005482,           6.7387,            7.926,           314.42,           609.13
    4,    30,           7.5087,           7.5077,       0.00097781,           7.5077,           8.2934,           73.398,            139.4
    4,    31,           3.9769,           3.9728,        0.0040551,           3.9728,           4.8116,           128.45,           164.96
    4,    32,           9.0316,           9.0305,        0.0011649,           9.0305,           9.5641,           89.494,           140.11
    4,    33,           6.1546,            6.149,        0.0055778,            6.149,            7.349,           238.49,           409.46
    4,    34,           4.3016,           4.2956,         0.006046,           4.2956,           4.6886,           328.72,           483.55
    4,    35,            3.712,           3.7053,        0.0066758,           3.7053,           4.4168,           408.06,           659.48
    4,    36,           9.3977,           9.3974,       0.00027796,           9.3974,           9.6895,           19.478,           29.872
    4,    37,           8.0656,           8.0651,       0.00049264,           8.0651,           8.7426,           14.179,           17.165
    4,    38,           5.6859,           5.6615,          0.02441,           5.6615,           6.4949,           155.33,           196.56
    4,    39,           9.0941,           9.0894,        0.0047182,           9.0894,           10.039,           36.281,           42.763
    4,    40,           7.0498,           7.0426,        0.0072851,           7.0426,           8.2478,           222.37,           307.34
    4,    41,            5.725,           5.7182,        0.0067742,           5.7182,           6.2127,           351.01,           568.65
    4,    42,           3.2541,           3.2438,          0.01028,           3.2438,            4.152,           528.86,           760.72
    4,    43,           4.0286,           4.0215,        0.0071181,           4.0215,           5.5778,           163.16,           288.57
    4,    44,           6.2279,           6.2265,          0.00139,           6.2265,           6.9631,           44.163,           50.281
    4,    45,            7.446,           7.4456,       0.00039561,           7.4456,           8.4766,           68.593,           137.52
    4,    46,           4.5842,            4.577,        0.0071667,            4.577,           5.7242,           207.12,            290.4
    4,    47,           4.4713,           4.4637,        0.0076226,           4.4637,           5.7886,           207.01,           334.39
    4,    48,           8.3085,            8.298,         0.010501,            8.298,           8.9877,           305.21,           468.89
    4,    49,           4.0686,           4.0609,        0.0077577,           4.0609,           5.2536,           345.91,           487.64
    4,    50,           4.5447,            4.529,         0.015668,            4.529,           6.5134,            154.8,           185.76
    4,    51,           7.1165,           7.1038,         0.012699,           7.1038,           7.7041,           379.36,           714.94
    4,    52,           3.9904,           3.9858,        0.0045839,           3.9858,           5.7272,           219.72,           369.38
    4,    53,           8.1378,           8.1361,        0.0016538,           8.1361,           9.2673,           82.846,           118.66
    4,    54,           4.1139,           4.1122,        0.0017601,           4.1122,           5.1951,           159.58,           241.77
    4,    55,           5.3191,           5.3138,        0.0053051,           5.3138,           6.2356,           421.72,           597.32
    4,    56,           6.4438,           6.4343,         0.009518,           6.4343,            7.247,           209.25,           280.07
    4,    57,           5.9817,           5.9744,        0.0072536,           5.9744,           7.4575,           361.37,           543.27
    4,    58,           8.6788,           8.6765,        0.0022795,           8.6765,           9.5161,           148.16,           206.02
    4,    59,           6.0962,            6.092,        0.0041834,            6.092,           7.3698,           200.09,           382.22
    4,    60,           8.4566,           8.4552,        0.0014221,           8.4552,           8.8287,            25.04,           34.676
    4,    61,           4.7442,           4.7368,        0.0073962,           4.7368,           5.7966,           247.99,            374.5
    4,    62,           9.7125,           9.7123,       0.00017216,           9.7123,           10.111,           15.723,           26.621
    4,    63,           5.3291,           5.3253,        0.0037905,           5.3253,           6.4843,           169.53,           318.77
    4,    64,           7.1087,           7.1063,        0.0024487,           7.1063,           7.7458,           78.216,            116.8
    4,    65,           5.2482,           5.2464,        0.0018111,           5.2464,           6.2965,           129.02,           239.57
    4,    66,           3.8286,           3.8182,         0.010316,           3.8182,           5.0907,           448.23,           642.84
    4,    67,           6.3736,           6.3699,        0.0037549,           6.3699,           7.3812,           179.99,            272.4
    4,    68,           7.2421,            7.241,        0.0011585,            7.241,           7.6608,           37.666,           50.648
    4,    69,           5.1602,           5.1535,        0.0067452,           5.1535,           5.8867,           415.64,            603.7
    4,    70,           5.6552,           5.6514,        0.0037629,           5.6514,            6.762,           47.472,           66.934
    4,    71,           6.2086,           6.2048,        0.0038281,           6.2048,           6.9981,           159.91,           255.21
    4,    72,           6.2177,           6.2127,        0.0049843,           6.2127,           6.6788,           130.37,           184.96
    4,    73,           3.9043,           3.8974,          0.00697,           3.8974,           4.5463,            364.1,           437.97
    4,    74,           6.0841,           6.0831,       0.00092986,           6.0831,           6.7846,           44.753,           58.626
    4,    75,           6.2208,           6.2167,        0.0041053,           6.2167,           6.9218,            149.5,           223.73
    4,    76,           5.8952,           5.8844,         0.010823,           5.8844,           7.4089,           312.03,           488.57
    4,    77,           6.6908,           6.6877,        0.0030966,           6.6877,           8.2284,           195.59,           408.93
    4,    78,           4.8512,           4.8442,        0.0070091,           4.8442,           5.7222,           419.47,           733.02
    4,    79,           8.0833,           8.0771,        0.0061962,           8.0771,           8.5404,           70.789,           86.704
    4,    80,           1.4713,           1.4686,        0.0026887,           1.4686,           2.3335,           103.54,           120.61
    4,    81,           8.0156,           8.0129,        0.0026744,           8.0129,           8.5672,           76.246,           113.81
    4,    82,           7.4383,           7.4352,        0.0031388,           7.4352,           7.8096,           58.553,           77.578
    4,    83,           5.5007,           5.4928,        0.0078313,           5.4928,           6.3352,           268.86,            308.6
    4,    84,           5.0054,           5.0007,        0.0046258,           5.0007,           6.2037,           192.83,           241.35
    4,    85,           6.7121,           6.7086,        0.0034855,           6.7086,           7.3675,           73.196,           83.673
    4,    86,           3.1219,           3.1186,        0.0033174,           3.1186,           4.3729,           236.22,            362.2
    4,    87,            3.642,           3.6362,        0.0057561,           3.6362,           4.1361,           405.56,           708.36
    4,    88,           5.5517,           5.5501,        0.0016549,           5.5501,           6.8272,           81.665,           108.86
    4,    89,           2.6855,           2.6838,        0.0016819,           2.6838,           5.0284,           141.46,           252.39
    4,    90,           5.1942,           5.1791,          0.01519,           5.1791,           6.3322,            232.3,           304.02
    4,    91,           7.9968,           7.9965,       0.00034887,           7.9965,           8.9571,           19.733,           27.133
    4,    92,           5.5682,           5.5644,        0.0037843,           5.5644,           6.4929,           83.628,           89.411
    4,    93,           6.4246,           6.4188,        0.0058132,           6.4188,           7.9289,           130.25,           150.63
    4,    94,           5.2906,           5.2892,        0.0014033,           5.2892,           6.7095,           73.742,           134.81
    4,    95,           5.5132,           5.5063,        0.0069199,           5.5063,           6.0047,           79.567,           88.034
    4,    96,           4.6175,           4.6111,        0.0063874,           4.6111,           5.7499,           219.95,           276.54
    4,    97,           4.5306,           4.5285,         0.002112,           4.5285,           5.5782,           183.32,            321.4
    4,    98,           4.5674,           4.5608,        0.0066021,           4.5608,           5.8299,            225.3,           368.63
    4,    99,           5.4274,           5.4242,        0.0032398,           5.4242,           6.1749,           146.77,              171
    4,   100,           2.2825,            2.274,        0.0085591,            2.274,            3.505,           97.444,           115.08
    4,   101,           5.4334,           5.4313,        0.0021466,           5.4313,           7.0652,           179.56,           261.38
    4,   102,           11.087,           11.085,        0.0012405,           11.085,           11.382,           41.361,           56.467
    4,   103,           3.7565,            3.747,        0.0094915,            3.747,           5.2876,           183.51,           231.86
    4,   104,           7.0174,           7.0136,        0.0037943,           7.0136,           7.7199,           109.69,           165.19
    4,   105,           3.0841,           3.0826,         0.001474,           3.0826,           4.5713,           87.244,           155.55
    4,   106,           12.094,           11.979,          0.11541,           11.979,           13.066,           293.38,           600.57
    4,   107,           4.0008,           3.9992,         0.001558,           3.9992,           5.8737,           67.608,           94.863
    4,   108,            4.362,           4.3185,         0.043466,           4.3185,            5.958,           174.82,           270.09
    4,   109,           4.2755,           4.2727,        0.0028725,           4.2727,            5.155,           132.78,           188.73
    4,   110,           7.6765,           7.6721,        0.0043208,           7.6721,           8.2149,           87.094,           121.06
    4,   111,           3.1066,           3.1043,        0.0022752,           3.1043,           5.1407,           151.78,           209.86
    4,   112,           6.2316,           6.2288,        0.0028501,           6.2288,           7.3558,           84.493,           114.93
    5,     1,           3.5756,           3.5717,        0.0039065,           3.5717,           4.3508,            202.5,           285.63
    5,     2,            4.419,            4.409,        0.0099896,            4.409,           5.8024,            182.3,           218.27
    5,     3,           4.7583,           4.7536,        0.0046731,           4.7536,           5.5079,           132.14,              162
    5,     4,           2.7773,           2.7705,        0.0067336,           2.7705,           4.0658,           299.47,           452.17
    5,     5,           4.8724,           4.8646,        0.0078143,           4.8646,           5.4272,           64.808,           71.925
    5,     6,           3.9914,            3.984,        0.0074901,            3.984,           5.6791,           197.59,           272.03
    5,     7,            5.057,           5.0537,        0.0032227,           5.0537,           6.0332,           136.61,           171.72
    5,     8,           5.8884,           5.8816,        0.0068935,           5.8816,           7.0433,           196.99,           292.24
    5,     9,           6.2599,           6.2538,        0.0061274,           6.2538,           6.6393,           55.871,           72.483
    5,    10,           8.5146,           8.5113,          0.00335,           8.5113,           9.0518,           131.57,           177.34
    5,    11,           6.5557,           6.5462,        0.0094486,           6.5462,           7.4662,           211.78,           319.05
    5,    12,           7.3583,           7.3534,        0.0049172,           7.3534,           8.4194,           194.05,           283.54
    5,    13,           4.2467,           4.2428,        0.0039485,           4.2428,           5.1791,           136.66,           189.91
    5,    14,           5.8888,           5.8834,        0.0054107,           5.8834,            7.085,           108.03,            170.5
    5,    15,           7.7928,           7.7903,        0.0024991,           7.7903,           8.3196,           27.337,           41.155
    5,    16,           6.4076,           6.4026,        0.0049333,           6.4026,           7.2347,            149.6,            207.8
    5,    17,           3.5615,           3.5551,        0.0064021,           3.5551,           4.6033,           160.91,           194.46
    5,    18,           5.7178,           5.7161,        0.0017093,           5.7161,           6.6368,           52.719,           64.865
    5,    19,           5.0969,           5.0908,         0.006021,           5.0908,           6.5207,           216.03,           338.18
    5,    20,           3.9681,           3.9643,        0.0038116,           3.9643,           4.7539,           411.17,           606.57
    5,    21,           8.2529,           8.2522,        0.0006336,           8.2522,           8.6716,           21.526,           23.587
    5,    22,           3.0962,           3.0922,        0.0040333,           3.0922,           3.8347,           123.03,           191.78
    5,    23,           3.3174,           3.3141,        0.0032623,           3.3141,           3.9766,           292.86,            450.3
    5,    24,           4.9148,           4.9097,         0.005079,           4.9097,           5.5732,           173.98,           276.52
    5,    25,           5.6516,           5.6449,        0.0067086,           5.6449,           6.6129,           237.79,           320.16
    5,    26,           6.9531,           6.9527,       0.00034405,           6.9527,           7.4103,           13.617,           14.953
    5,    27,           3.8396,           3.8363,        0.0033425,           3.8363,           4.4985,           306.06,           380.59
    5,    28,           4.1133,           4.1083,        0.0050268,           4.1083,           5.4044,           301.31,           429.92
    5,    29,           4.3278,           4.3261,        0.0017149,           4.3261,           5.7003,            94.95,           118.46
    5,    30,           8.4896,           8.4878,        0.0017191,           8.4878,           9.4789,           61.554,           69.734
    5,    31,           9.1607,           9.1605,       0.00016408,           9.1605,           9.6551,           11.601,           18.591
    5,    32,           7.4242,           7.4222,        0.0019956,           7.4222,           8.4355,           29.459,             32.3
    5,    33,           4.3155,           4.3111,        0.0044199,           4.3111,           5.8608,            186.5,            248.7
    5,    34,           6.0789,           6.0758,        0.0031552,           6.0758,            6.564,            106.5,           130.58
    5,    35,           3.3688,            3.367,        0.0017939,            3.367,            4.299,           173.78,            271.2
    5,    36,           6.5144,           6.5127,        0.0017564,           6.5127,           7.5478,           31.739,           34.332
    5,    37,           3.7968,           3.7948,        0.0019811,           3.7948,           4.7413,           139.53,           221.39
    5,    38,           3.9462,           3.9426,        0.0035851,           3.9426,           4.8921,            224.8,           350.66
    5,    39,           4.5623,           4.5611,        0.0012733,           4.5611,           5.3944,           122.51,           241.62
    5,    40,           4.3277,           4.3265,        0.0011369,           4.3265,           5.1483,           34.783,           42.765
    5,    41,           3.5961,           3.5933,         0.002809,           3.5933,           4.8562,           274.17,           357.38
    5,    42,           5.0785,           5.0773,        0.0011744,           5.0773,           6.4293,           57.445,           112.11
    5,    43,           3.4299,           3.4277,        0.0022056,           3.4277,           4.4268,           99.716,           167.02
    5,    44,           3.5398,           3.5366,         0.003198,           3.5366,           4.3344,           174.99,           205.66
    5,    45,           4.0639,           4.0607,        0.0032339,           4.0607,            4.911,           171.69,           223.26
    5,    46,            7.062,           7.0613,       0.00075079,           7.0613,           8.5426,            82.57,           108.73
    5,    47,           7.6639,           7.6634,       0.00048512,           7.6634,           8.2255,           19.618,           33.519
    5,    48,            6.952,           6.9515,       0.00050903,           6.9515,           7.6632,           35.005,           50.097
    5,    49,           7.4234,           7.4212,        0.0021648,           7.4212,           8.5294,           48.922,           66.454
    5,    50,           5.8221,           5.8193,        0.0028188,           5.8193,           6.2502,           57.742,           62.132
    5,    51,           4.8787,           4.8754,        0.0032833,           4.8754,           5.4639,           110.44,           143.14
    5,    52,           5.3352,           5.3329,        0.0022914,           5.3329,           6.5352,           171.12,           208.76
    5,    53,           8.2972,           8.2959,         0.001281,           8.2959,            8.555,           53.319,           69.182
    5,    54,           8.6774,           8.6767,       0.00062568,           8.6767,           9.7457,           19.053,           23.947
    5,    55,            4.036,           4.0332,        0.0027455,           4.0332,           5.2812,           120.15,           153.72
    5,    56,           5.8808,           5.8787,        0.0021075,           5.8787,            6.532,           36.045,           42.865
    5,    57,           3.8827,           3.8803,        0.0024506,           3.8803,           4.6207,           153.43,           210.82
    5,    58,           8.2689,           8.2667,        0.0022334,           8.2667,           8.8841,           36.071,           48.788
    5,    59,           2.7518,           2.7504,        0.0014171,           2.7504,           3.9108,           149.71,           223.22
    5,    60,           5.3687,           5.3675,         0.001154,           5.3675,           6.3042,             37.1,            56.87
    5,    61,             5.79,           5.7882,        0.0017457,           5.7882,           6.7295,           112.29,           145.89
    5,    62,           5.0195,           5.0165,        0.0030492,           5.0165,           6.0818,            134.3,           239.92
    5,    63,           5.2902,           5.2849,        0.0052308,           5.2849,           6.9894,           141.99,           176.37
    5,    64,           6.5342,           6.5246,        0.0095554,           6.5246,           6.9635,           152.64,           285.61
    5,    65,           3.9909,           3.9848,        0.0061401,           3.9848,           5.0857,           298.34,           612.66
    5,    66,           4.9398,             4.93,        0.0098614,             4.93,           5.9747,            33.64,           63.623
    5,    67,           5.3157,            5.314,        0.0017229,            5.314,            6.336,           106.72,           178.93
    5,    68,           3.0526,           3.0501,        0.0025189,           3.0501,           3.8619,            150.7,           268.96
    5,    69,           4.2929,           4.2892,        0.0036926,           4.2892,           5.3839,           182.05,           241.13
    5,    70,           5.8295,           5.8267,        0.0028111,           5.8267,           7.0546,           183.73,           326.01
    5,    71,           3.7627,           3.7621,        0.0006168,           3.7621,           4.8556,           104.86,           166.64
    5,    72,           2.3126,           2.3067,        0.0058894,           2.3067,           2.8595,           289.07,           377.16
    5,    73,           4.2556,           4.2534,        0.0021633,           4.2534,           5.2591,           193.64,           422.54
    5,    74,            3.998,           3.9967,        0.0012731,           3.9967,           5.0036,           30.025,           42.473
    5,    75,           7.7735,           7.7702,        0.0033032,           7.7702,           8.8298,            82.68,           87.177
    5,    76,           5.7287,           5.7252,        0.0035672,           5.7252,           6.8211,           87.652,           115.35
    5,    77,           2.2177,           2.2073,         0.010453,           2.2073,           3.8932,           169.48,           247.24
    5,    78,           5.1525,           5.1513,        0.0012121,           5.1513,           6.4727,            41.36,           79.968
    5,    79,           4.8662,           4.8634,        0.0028321,           4.8634,           5.6764,           236.58,           317.97
    5,    80,           6.3042,           6.3022,        0.0020042,           6.3022,           6.9245,           109.44,           142.83
    5,    81,           5.2341,           5.2319,        0.0021661,           5.2319,           6.2393,           88.691,           130.93
    5,    82,           3.1157,           3.1134,        0.0023207,           3.1134,           4.5365,            185.8,           310.49
    5,    83,           2.5172,           2.5145,        0.0027396,           2.5145,           3.4821,           190.42,           268.18
    5,    84,            3.904,           3.9022,        0.0017886,           3.9022,           5.5538,           98.766,            192.9
    5,    85,           7.4452,           7.4442,        0.0010118,           7.4442,           8.6733,           70.938,           113.48
    5,    86,           4.3099,           4.3078,        0.0021872,           4.3078,           5.8719,            91.93,           133.14
    5,    87,           4.0164,           4.0117,        0.0046995,           4.0117,           5.3036,           370.75,            540.5
    5,    88,           4.2602,           4.2576,        0.0026179,           4.2576,            5.243,           153.02,           253.49
    5,    89,           4.3804,           4.3756,        0.0047542,           4.3756,           5.5072,           124.35,           146.63
    5,    90,           3.9632,           3.9597,        0.0034881,           3.9597,           5.3925,           109.31,           162.13
    5,    91,            5.951,           5.9435,        0.0074585,           5.9435,           6.6056,           170.55,           261.71
    5,    92,           3.7717,           3.7651,        0.0066101,           3.7651,           5.1395,           243.15,           340.03
    5,    93,           2.5067,           2.5045,         0.002244,           2.5045,           3.5937,           157.17,           245.61
    5,    94,           4.3876,           4.3848,        0.0027752,           4.3848,           5.0093,           113.89,           137.15
    5,    95,           8.0039,           8.0021,        0.0018613,           8.0021,           8.5463,           33.809,           43.804
    5,    96,           3.6914,           3.6871,        0.0042546,           3.6871,           5.5375,           245.47,           497.06
    5,    97,           2.7285,           2.7248,        0.0037212,           2.7248,           4.1347,           132.75,           191.08
    5,    98,           3.3373,           3.3329,         0.004351,           3.3329,           5.0812,           206.31,           235.34
    5,    99,           4.1761,           4.1717,        0.0043678,           4.1717,           5.6716,           206.48,           295.76
    5,   100,           7.5423,           7.5417,       0.00062477,           7.5417,            7.901,           18.877,           23.829
    5,   101,           4.2277,           4.2252,        0.0024367,           4.2252,           5.1875,            117.5,           132.76
    5,   102,           3.7567,           3.7535,        0.0032401,           3.7535,           5.1351,            192.7,           322.39
    5,   103,           5.0457,           5.0408,        0.0048639,           5.0408,           5.7734,           184.72,           310.03
    5,   104,            4.813,           4.8102,        0.0027971,           4.8102,            5.707,           130.06,            143.5
    5,   105,           4.8471,           4.8449,        0.0021967,           4.8449,           5.5674,           118.17,            215.1
    5,   106,           4.9876,           4.9871,       0.00048859,           4.9871,           6.2437,           35.962,           41.126
    5,   107,           3.6619,           3.6572,        0.0047529,           3.6572,           5.2826,           54.337,            62.28
    5,   108,           3.5012,           3.5005,        0.0007291,           3.5005,           4.8892,           61.569,           87.259
    5,   109,           3.2835,           3.2818,         0.001692,           3.2818,           4.8928,           47.467,           73.238
    5,   110,            3.628,           3.6264,          0.00157,           3.6264,           4.7841,            49.44,            63.83
    5,   111,           6.3083,           6.3079,        0.0003803,           6.3079,           6.8641,           48.415,           63.587
    5,   112,           3.5951,           3.5935,        0.0016242,           3.5935,             4.36,           50.254,           56.787
    6,     1,           3.5473,           3.5459,        0.0013782,           3.5459,           4.6104,           97.898,           175.25
    6,     2,           4.2432,           4.2379,         0.005326,           4.2379,           5.4279,           238.28,           372.02
    6,     3,           3.9411,           3.9408,       0.00026737,           3.9408,           5.3836,           53.293,            67.22
    6,     4,           3.5313,           3.5292,        0.0021796,           3.5292,           5.1981,           178.74,           358.13
    6,     5,           2.0688,           2.0667,        0.0021264,           2.0667,           2.8959,           78.683,           101.39
    6,     6,           3.1991,           3.1986,       0.00045027,           3.1986,           3.8812,           34.295,           40.073
    6,     7,           4.1845,           4.1839,       0.00065375,           4.1839,           5.0693,           69.938,           98.842
    6,     8,           5.8615,           5.8606,       0.00092926,           5.8606,            6.515,           62.518,           85.801
    6,     9,           4.7633,            4.759,        0.0043197,            4.759,           5.3627,           133.52,           187.63
    6,    10,           3.8261,           3.8258,       0.00035032,           3.8258,           5.4248,           48.192,           60.081
    6,    11,           4.8191,           4.8172,        0.0019077,           4.8172,           5.9049,           108.58,           143.51
    6,    12,           3.4774,           3.4754,        0.0019991,           3.4754,           4.2077,           66.282,           89.036
    6,    13,           4.5967,           4.5959,       0.00079797,           4.5959,           5.3842,           69.589,           92.969
    6,    14,           2.9534,           2.9521,        0.0012511,           2.9521,            3.807,           183.88,           288.16
    6,    15,           3.5517,           3.5508,       0.00090444,           3.5508,           4.8544,           50.024,           82.624
    6,    16,           4.1024,           4.0986,        0.0037789,           4.0986,           5.0151,           166.29,           212.03
    6,    17,           4.5834,           4.5824,        0.0010367,           4.5824,            5.687,           85.714,           115.15
    6,    18,           2.6672,           2.6667,       0.00048752,           2.6667,           4.2895,           54.354,           87.983
    6,    19,           4.1603,           4.1588,        0.0015591,           4.1588,           4.8291,           69.322,            83.28
    6,    20,           3.7365,           3.7351,        0.0014232,           3.7351,           4.9191,           93.118,           146.71
    6,    21,            2.149,           2.1445,        0.0045464,           2.1445,           3.9003,           138.84,           236.56
    6,    22,           5.7891,           5.7858,        0.0033251,           5.7858,           6.5372,           113.53,           148.75
    6,    23,           6.5079,           6.5018,        0.0061218,           6.5018,           7.5758,           214.06,           357.41
    6,    24,           4.2046,           4.2031,        0.0014641,           4.2031,           5.4935,            146.5,           297.19
    6,    25,            7.386,           7.3857,       0.00026495,           7.3857,           8.5052,           15.497,           18.534
    6,    26,           2.0958,           2.0881,        0.0076653,           2.0881,           2.5973,            230.7,           279.63
    6,    27,           6.3004,           6.2984,        0.0019923,           6.2984,           6.6911,           40.739,           55.619
    6,    28,           4.3895,           4.3869,        0.0026716,           4.3869,           5.4598,           66.008,           87.459
    6,    29,           6.6666,           6.6661,       0.00041877,           6.6661,           7.5909,             38.8,           61.206
    6,    30,           5.6604,           5.6594,        0.0009565,           5.6594,            6.574,           34.663,           45.079
    6,    31,           7.4671,           7.4646,        0.0025048,           7.4646,            8.533,           66.532,           82.415
    6,    32,           3.1421,           3.1383,        0.0037563,           3.1383,           3.9973,           130.79,           172.22
    6,    33,           5.1217,            5.117,         0.004667,            5.117,           6.0155,           40.934,           56.402
    6,    34,           4.5049,           4.5039,       0.00099914,           4.5039,           5.3902,            86.62,           153.58
    6,    35,           4.0467,           4.0399,         0.006847,           4.0399,           5.5367,           263.96,           404.39
    6,    36,           3.9437,           3.9423,        0.0014043,           3.9423,           5.2572,            54.73,           85.598
    6,    37,            6.517,           6.5156,        0.0013994,           6.5156,           9.0476,           41.652,           52.146
    6,    38,           3.7386,           3.7372,        0.0014332,           3.7372,           4.7096,           93.077,           124.72
    6,    39,           5.1594,           5.1487,           0.0107,           5.1487,           6.1949,           68.423,           102.83
    6,    40,           2.4377,           2.4337,        0.0040221,           2.4337,           3.1327,           183.38,           365.58
    6,    41,           4.2014,           4.1948,        0.0065974,           4.1948,           5.0491,           400.36,           652.44
    6,    42,           5.9673,           5.9646,        0.0027805,           5.9646,           6.4225,           150.32,           259.01
    6,    43,           4.8621,           4.8545,        0.0075656,           4.8545,           6.5703,           40.027,           51.655
    6,    44,           5.8911,           5.8834,        0.0077567,           5.8834,           7.0132,           278.29,           480.22
    6,    45,           6.6143,            6.606,        0.0083465,            6.606,           7.0887,           69.967,            98.75
    6,    46,           3.7863,           3.7787,        0.0075943,           3.7787,           5.3868,           219.78,           399.85
    6,    47,           1.7461,           1.7359,         0.010233,           1.7359,           2.9997,           130.51,           222.93
    6,    48,            4.936,           4.9329,        0.0031052,           4.9329,           6.4916,           206.62,           304.08
    6,    49,           4.5908,            4.588,        0.0027536,            4.588,           5.6258,           154.06,           271.92
    6,    50,           4.3157,           4.3116,        0.0041187,           4.3116,            5.437,           173.57,           307.24
    6,    51,           3.3138,           3.3122,        0.0015581,           3.3122,           3.8542,           244.64,           374.75
    6,    52,           5.3134,           5.3044,        0.0089902,           5.3044,           5.8999,           103.27,           155.85
    6,    53,           1.8383,           1.8349,        0.0034249,           1.8349,           3.1062,           200.51,           258.56
    6,    54,           4.4208,           4.4148,        0.0059806,           4.4148,           5.9216,           301.05,           596.79
    6,    55,           4.8838,           4.8829,       0.00089851,           4.8829,           6.3684,           51.335,           80.902
    6,    56,           6.2974,           6.2969,       0.00052393,           6.2969,           6.8556,           27.583,           34.527
    6,    57,           4.1347,           4.1314,        0.0033418,           4.1314,           5.1888,           99.004,           119.93
    6,    58,           3.5688,           3.5412,         0.027583,           3.5412,           4.7071,           450.81,           932.42
    6,    59,           3.1887,           3.1872,        0.0014888,           3.1872,           5.0011,           114.37,           219.41
    6,    60,           4.1702,           4.1664,        0.0037579,           4.1664,           5.0212,           76.148,           102.56
    6,    61,           4.8843,           4.8815,        0.0027982,           4.8815,           5.9733,           58.401,           81.218
    6,    62,           2.3564,           2.3522,        0.0042037,           2.3522,           4.4313,           285.76,           572.45
    6,    63,            5.608,           5.6067,        0.0012979,           5.6067,           6.0992,           42.993,           65.727
    6,    64,           2.8668,           2.8624,        0.0043384,           2.8624,           4.2733,           253.14,           334.78
    6,    65,           3.7244,           3.7225,        0.0019356,           3.7225,           4.6099,           155.49,           253.36
    6,    66,           2.3864,           2.3775,        0.0088984,           2.3775,            3.313,           182.49,           268.61
    6,    67,           5.5633,           5.5521,         0.011242,           5.5521,           6.6801,           101.22,           123.47
    6,    68,           4.1967,           4.1958,       0.00092421,           4.1958,            5.146,           31.081,           45.077
    6,    69,           5.9613,           5.9597,        0.0016037,           5.9597,           6.8596,           58.501,           76.716
